博物馆,层次,年参观人次 （万 ）,珍贵文物（套/件 ）,藏品      （套/件 ）,省份,类型
扬州市江都区博物馆,文物系统国有博物馆,10,89,3269,江苏省,文化类
陕西亮宝楼艺术博物馆,非国有博物馆,5,0,3038,陕西省,艺术类
西安市和璞玉文化博物馆,非国有博物馆,1,0,382,陕西省,文化类
军委二局安塞纪念馆,文物系统国有博物馆,1,0,90,陕西省,历史类
苏武纪念馆,文物系统国有博物馆,12,0,50,陕西省,历史类
扬州中国大运河博物馆,文物系统国有博物馆,150,207,6503,江苏省,文化类
白河县民俗博物馆,非国有博物馆,0,0,3219,陕西省,文化类
阳江市十八子音响博物馆,非国有博物馆,2,0,624,广东省,行业类
药王山博物馆（孙思邈纪念馆）,文物系统国有博物馆,19,184,383,陕西省,行业类
大荔县民俗博物馆,非国有博物馆,0,0,10004,陕西省,文化类
阳江市阳江漆器博物馆,非国有博物馆,1,0,333,广东省,文化类
榆林市榆阳区龙文化博物馆,非国有博物馆,1,0,310,陕西省,文化类
宝鸡市宝天铁路烈士纪念碑管理处,其他行业国有博物馆,3,0,12,陕西省,历史类
陕西省西咸新区秦汉新城窑店文物管理中心,文物系统国有博物馆,0,132,800,陕西省,行业类
杨匏安旧居陈列馆,文物系统国有博物馆,1,0,未知,广东省,历史类
佳县赤牛坬民俗博物馆,非国有博物馆,11,0,98000,陕西省,文化类
杨震廉政博物馆,文物系统国有博物馆,2,0,38,陕西省,文化类
马栏革命纪念馆,文物系统国有博物馆,18,0,268,陕西省,历史类
叶笃正生平陈列馆,文物系统国有博物馆,1,0,286,安徽省,历史类
西安市荞麦园美术博物馆,非国有博物馆,1,1,546,陕西省,艺术类
叶县文庙博物馆,文物系统国有博物馆,2,0,22,河南省,历史类
西安市新源民俗艺术博物馆,非国有博物馆,3,0,305,陕西省,艺术类
陕西三原于右任纪念馆,文物系统国有博物馆,3,0,349,陕西省,历史类
铜川市玄奘纪念馆,文物系统国有博物馆,29,93,234,陕西省,历史类
陕西自然博物馆,其他行业国有博物馆,68,0,19224,陕西省,科技类
延川红军东征纪念馆,文物系统国有博物馆,5,0,184,陕西省,历史类
大明宫遗址博物馆,其他行业国有博物馆,14,44,183,陕西省,历史类
叶县县衙博物馆,文物系统国有博物馆,8,7,30,河南省,文化类
陕北民歌博物馆,文物系统国有博物馆,5,0,5584,陕西省,艺术类
毛泽东主席像章珍藏馆,非国有博物馆,1,0,1200000,陕西省,历史类
伊犁哈萨克自治州察布查尔锡伯自治县博物馆,文物系统国有博物馆,6,0,399,新疆维吾尔自治区,文化类
榆林学院陕北历史文化博物馆,其他行业国有博物馆,0,0,526,陕西省,文化类
西安户邑民间艺术博物馆,非国有博物馆,10,0,570,陕西省,艺术类
西咸新区空港新城楼增良木雕艺术博物馆,非国有博物馆,1,0,1000,陕西省,艺术类
延安杨家岭革命旧址管理处,文物系统国有博物馆,25,0,86,陕西省,历史类
余子俊纪念馆,文物系统国有博物馆,1,0,未知,陕西省,历史类
中共中央西北局纪念馆,文物系统国有博物馆,3,72,4350,陕西省,历史类
西安雪花啤酒博物馆,其他行业国有博物馆,0,0,538,陕西省,行业类
洛川会议纪念馆,文物系统国有博物馆,3,25,251,陕西省,历史类
蒲城县惠陵博物馆,文物系统国有博物馆,1,20,43,陕西省,历史类
城固县张骞纪念馆,文物系统国有博物馆,8,4,69,陕西省,历史类
黟县金星民间博物馆,非国有博物馆,0,0,2000,安徽省,文化类
西安市吉兆春皮肤医药博物馆,非国有博物馆,0,0,729,陕西省,行业类
秦二世陵遗址博物馆,其他行业国有博物馆,1,60,124,陕西省,历史类
沂南红石寨非物质遗产博物馆,非国有博物馆,13,0,600,山东省,文化类
宜君旱作梯田农业生态博物馆,其他行业国有博物馆,3,0,3,陕西省,文化类
沂南竹泉村乡村记忆博物馆,非国有博物馆,40,0,600,山东省,历史类
西安工程大学纺织服装博物馆,其他行业国有博物馆,0,0,1500,陕西省,行业类
保安革命旧址纪念馆,文物系统国有博物馆,4,160,569,陕西省,历史类
韩城市普照寺博物馆,文物系统国有博物馆,0,0,未知,陕西省,历史类
旬邑起义纪念馆,其他行业国有博物馆,5,5,34,陕西省,历史类
宜宾市静观石博物馆,非国有博物馆,0,0,2074,四川省,文化类
汉阴县石叁珍蘑菇宴餐饮博物馆,非国有博物馆,4,0,449,陕西省,行业类
丹凤门遗址博物馆,其他行业国有博物馆,14,0,15,陕西省,历史类
西安市黄土画派美术博物馆,非国有博物馆,4,0,318,陕西省,艺术类
宜宾市南溪朱德旧居陈列馆,文物系统国有博物馆,8,0,249,四川省,历史类
宝鸡天喜自然博物馆,非国有博物馆,3,0,433,陕西省,科技类
西安建筑科技大学校史馆,其他行业国有博物馆,1,0,3086,陕西省,行业类
宜宾市蜀南竹海博物馆,文物系统国有博物馆,12,0,634,四川省,文化类
西安建筑科技大学音乐史博物馆,其他行业国有博物馆,0,0,925,陕西省,艺术类
宜昌三峡步步升布鞋博物馆,非国有博物馆,2,0,686,湖北省,行业类
宜昌市裕孝家庭博物馆,非国有博物馆,2,0,30057,湖北省,文化类
延安枣园革命旧址管理处,文物系统国有博物馆,35,0,472,陕西省,历史类
凤县革命纪念馆,文物系统国有博物馆,3,0,185,陕西省,历史类
略阳县江神庙民俗博物馆,文物系统国有博物馆,1,115,655,陕西省,文化类
宝鸡方圆青铜陶艺博物馆,非国有博物馆,0,0,303,陕西省,行业类
张载纪念馆,文物系统国有博物馆,20,0,15,陕西省,历史类
宝鸡天雅古陶博物馆,非国有博物馆,0,0,350,陕西省,文化类
秦都古陶博物馆,非国有博物馆,1,0,487,陕西省,文化类
宜春市博物馆（宜春市袁州地方时间博物馆）,文物系统国有博物馆,12,1159,11496,江西省,文化类
峄城鲁笔博物馆,非国有博物馆,4,0,300,山东省,文化类
富平习仲勋纪念馆,其他行业国有博物馆,50,0,202,陕西省,历史类
军用航空科技博物馆,其他行业国有博物馆,2,0,410,陕西省,行业类
兴平市杨贵妃墓博物馆,文物系统国有博物馆,2,30,162,陕西省,历史类
宝鸡市大唐秦王陵文物管理所,文物系统国有博物馆,0,0,151,陕西省,历史类
中国人民抗日军政大学纪念馆,文物系统国有博物馆,4,0,103,陕西省,历史类
西安交通大学博物馆,其他行业国有博物馆,11,0,4335,陕西省,艺术类
榆林民俗博物馆,文物系统国有博物馆,1,0,3384,陕西省,文化类
易县易砚博物馆,非国有博物馆,7,0,300,河北省,文化类
旬邑县唐家民俗博物馆,文物系统国有博物馆,2,49,606,陕西省,文化类
汉长安城未央宫遗址陈列馆,文物系统国有博物馆,0,19,224,陕西省,历史类
西安高陵奇石博物馆,非国有博物馆,0,0,560,陕西省,历史类
益阳市赫山区胡林翼陈列馆,非国有博物馆,5,0,663,湖南省,历史类
西安美术学院美术博物馆,其他行业国有博物馆,0,0,3075,陕西省,艺术类
安吴青年训练班纪念馆,文物系统国有博物馆,3,0,134,陕西省,历史类
陕西考古博物馆,文物系统国有博物馆,12,2228,4101,陕西省,历史类
西安曲江富陶国际陶艺博物馆,非国有博物馆,6,0,1020,陕西省,行业类
西北农林科技大学博览园,其他行业国有博物馆,4,0,261428,陕西省,行业类
西安市石仟佛造像艺术博物馆,非国有博物馆,0,0,301,陕西省,艺术类
西安市古陶瓷博物馆,非国有博物馆,0,0,304,陕西省,行业类
耀州窑博物馆,文物系统国有博物馆,1,1003,2399,陕西省,行业类
贾平凹文学艺术博物馆,其他行业国有博物馆,0,0,430,陕西省,艺术类
蓝田猿人遗址博物馆,文物系统国有博物馆,9,0,108,陕西省,历史类
昭陵博物馆,文物系统国有博物馆,0,1927,4550,陕西省,历史类
西安事变纪念馆,文物系统国有博物馆,7,154,154,陕西省,历史类
汉中民俗博物馆,非国有博物馆,1,0,3600,陕西省,文化类
汉景帝阳陵博物院,文物系统国有博物馆,5,1113,7386,陕西省,历史类
延安革命纪念馆,文物系统国有博物馆,35,11551,35829,陕西省,历史类
陕西医史博物馆,其他行业国有博物馆,1,72,883,陕西省,行业类
勉县武侯墓博物馆,文物系统国有博物馆,1,0,71,陕西省,历史类
银川市复朴博物馆,非国有博物馆,0,0,600,宁夏回族自治区,文化类
银川市金凤区观唐博物馆,非国有博物馆,1,0,2000,宁夏回族自治区,文化类
陕甘边革命根据地照金纪念馆,其他行业国有博物馆,8,0,571,陕西省,历史类
西安市长安区杜甫纪念馆,文物系统国有博物馆,0,10,314,陕西省,历史类
蒲城县杨虎城将军纪念馆,文物系统国有博物馆,3,24,143,陕西省,历史类
陕西省蒲城县林则徐纪念馆,非国有博物馆,2,0,300,陕西省,历史类
西安中国书法艺术博物馆,其他行业国有博物馆,0,81,2243,陕西省,艺术类
茂陵博物馆,文物系统国有博物馆,11,700,4879,陕西省,历史类
张季鸾纪念馆,文物系统国有博物馆,1,0,255,陕西省,历史类
银川市兴庆区黄河古渡博物馆,非国有博物馆,3,0,670,宁夏回族自治区,文化类
富平国际陶艺博物馆,非国有博物馆,8,0,13163,陕西省,行业类
西安市瑛煌关中婚俗文化博物馆,非国有博物馆,9,0,322,陕西省,文化类
西安柴窑文化博物馆,非国有博物馆,0,0,360,陕西省,文化类
西安关中民俗艺术博物院,非国有博物馆,6,0,17936,陕西省,艺术类
榆林市榆阳区农耕文化博物馆,非国有博物馆,1,0,312,陕西省,文化类
英吉沙县小刀博物馆,其他行业国有博物馆,12,0,500,新疆维吾尔自治区,行业类
西安市临潼区扁鹊纪念馆,文物系统国有博物馆,1,0,375,陕西省,历史类
秦始皇帝陵博物院（秦始皇兵马俑博物馆）,文物系统国有博物馆,111,2230,7585,陕西省,历史类
颍上管仲博物馆,文物系统国有博物馆,9,49,132,安徽省,文化类
永济市百佛阁博物馆,非国有博物馆,3,0,2100,山西省,文化类
宝鸡民俗博物馆,文物系统国有博物馆,1,0,1249,陕西省,文化类
永济市红色文物博物馆,非国有博物馆,0,0,700,山西省,历史类
西安皇家艺术博物馆,非国有博物馆,1,0,703,陕西省,艺术类
西安市雅观陶瓷艺术博物馆,非国有博物馆,0,0,300,陕西省,艺术类
西安市德江陶瓷模范标本博物馆,非国有博物馆,6,0,849,陕西省,行业类
佛坪县秦岭人与自然博物馆,其他行业国有博物馆,1,0,300,陕西省,科技类
周至县仙游寺博物馆,文物系统国有博物馆,0,20,302,陕西省,历史类
华清池唐华清宫御汤遗址博物馆,其他行业国有博物馆,34,38,2243,陕西省,历史类
陕西华厦古代艺术博物馆,非国有博物馆,5,0,630,陕西省,艺术类
永康市神雕铜艺博物馆,非国有博物馆,5,0,307,浙江省,艺术类
永康市一原锡雕博物馆,非国有博物馆,4,0,882,浙江省,艺术类
西安市高陵区防震减灾科普馆,其他行业国有博物馆,0,0,56,陕西省,历史类
陕西观止文化艺术博物馆,非国有博物馆,0,0,20000,陕西省,艺术类
永平县博南古道博物馆,文物系统国有博物馆,1,0,300,云南省,文化类
永顺县老司城博物馆,文物系统国有博物馆,3,381,11052,湖南省,历史类
永州潇湘意摩崖石刻拓片博物馆,非国有博物馆,5,0,1533,湖南省,艺术类
攸县博物馆（谭震林生平业绩陈列馆）,文物系统国有博物馆,16,355,12382,湖南省,历史类
余姚市大呈博物馆,非国有博物馆,0,0,325,浙江省,文化类
西安市太和医室博物馆,非国有博物馆,1,0,442,陕西省,行业类
三原县周家大院民俗博物馆,文物系统国有博物馆,2,0,197,陕西省,文化类
余姚市民营工业博物馆,非国有博物馆,3,0,1043,浙江省,行业类
汉阴县三沈纪念馆,文物系统国有博物馆,8,47,268,陕西省,历史类
西安唐都新碑林艺术博物馆,非国有博物馆,2,0,119,陕西省,艺术类
蓝田县汪锋故居纪念馆,文物系统国有博物馆,6,0,21,陕西省,历史类
府谷县古生物化石博物馆,文物系统国有博物馆,5,85,2081,陕西省,科技类
余姚市寿宝斋工艺藏品博物馆,非国有博物馆,1,0,455,浙江省,艺术类
韩城市司马迁墓祠博物馆,文物系统国有博物馆,5,0,47,陕西省,历史类
榆林市横山区古银州博物馆,非国有博物馆,1,0,4316,陕西省,文化类
子长革命烈士纪念馆,其他行业国有博物馆,5,0,37,陕西省,历史类
榆林市长城保护中心镇北台长城博物馆,文物系统国有博物馆,15,0,19,陕西省,历史类
扶眉战役纪念馆,其他行业国有博物馆,9,0,91,陕西省,历史类
郭秀明纪念馆,其他行业国有博物馆,0,0,未知,陕西省,历史类
韩城市梁带村芮国遗址博物馆,文物系统国有博物馆,2,548,4728,陕西省,历史类
唐华清宫梨园遗址博物馆,其他行业国有博物馆,34,1,872,陕西省,历史类
蓝田县蔡文姬纪念馆,文物系统国有博物馆,4,5,9,陕西省,历史类
西安市曲江丝路遗珍博物馆,非国有博物馆,22,0,724,陕西省,历史类
黄河流域民俗艺术博物馆,非国有博物馆,1,0,33600,陕西省,艺术类
西安经文牛文化陶瓷博物馆,非国有博物馆,0,0,1950,陕西省,文化类
西安曲江艺术博物馆,非国有博物馆,5,0,1055,陕西省,艺术类
榆林朔方博物馆,非国有博物馆,1,0,1951,陕西省,文化类
榆树市小乡博物馆,文物系统国有博物馆,1,0,526,吉林省,文化类
禹州市唐钧博物馆,非国有博物馆,1,0,446,河南省,文化类
长安大学地质博物馆,其他行业国有博物馆,0,0,3582,陕西省,科技类
宝鸡先秦陵园博物馆,文物系统国有博物馆,1,52,267,陕西省,历史类
西安于右任故居博物馆,非国有博物馆,0,200,200,陕西省,历史类
玉屏箫笛博物馆,文物系统国有博物馆,5,0,未知,贵州省,文化类
延安南泥湾革命旧址纪念馆,文物系统国有博物馆,7,0,2745,陕西省,历史类
秦王寨历史博物馆,非国有博物馆,3,0,702,陕西省,历史类
神木市神府革命纪念馆,其他行业国有博物馆,1,0,581,陕西省,历史类
西安于右任书法艺术博物馆,非国有博物馆,0,0,433,陕西省,艺术类
郁南县诗礼传家博物馆,非国有博物馆,1,0,61547,广东省,文化类
西安市太乙面食文化博物馆,非国有博物馆,0,0,341,陕西省,文化类
西安市高陵区祥顺博物馆,非国有博物馆,0,0,577,陕西省,历史类
彬州市大佛寺石窟博物馆,文物系统国有博物馆,3,0,未知,陕西省,历史类
西安市蓝田玉文化博物馆,非国有博物馆,8,0,612,陕西省,文化类
西安海棠职业学院中医美容博物馆,非国有博物馆,2,0,636,陕西省,行业类
西安市秦阿房宫遗址博物馆,文物系统国有博物馆,0,0,26,陕西省,历史类
西安市惟德玉文化博物馆,非国有博物馆,1,0,未知,陕西省,文化类
