学校,学校排名,专业,最低分,最低分位次,录取人数,选科要求
长春科技学院,,康复治疗学(东华大街校区),533分,125149名,3人,物/化/生
长春科技学院,,中药学(东华大街校区),532分,126544名,5人,物/化/生
长春科技学院,,轨道交通信号与控制(东华大街校区),530分,128912名,1人,物
长春科技学院,,中医学(东华大街校区),530分,128612名,40人,物/化/生
长春科技学院,,小学教育(东华大街校区),529分,130497名,2人,不限
长春科技学院,,眼视光学(东华大街校区),529分,130593名,10人,物/化/生
长春科技学院,,生物工程(东华大街校区),528分,131316名,2人,物/化/生
长春科技学院,,应用化学(东华大街校区),521分,139297名,8人,物/化/技
长春科技学院,,汉语国际教育(东华大街校区),519分,141480名,4人,不限
长春科技学院,,网络与新媒体(东华大街校区),518分,142572名,1人,不限
长春科技学院,,学前教育(东华大街校区),518分,142625名,2人,不限
长春科技学院,,食品科学与工程类(东华大街校区.含食品科学与工程，食品质量与安全专业),517分,143279名,14人,物/化/生
长春科技学院,,建筑学(东华大街校区),516分,144797名,4人,物/史/地
长春科技学院,,园林(东华大街校区),514分,147025名,4人,物/化/生
长春科技学院,,机械设计制造及其自动化(东华大街校区),513分,147766名,1人,物
长春科技学院,,电子信息科学与技术(东华大街校区),512分,149377名,1人,物
长春科技学院,,财务管理(东华大街校区),510分,151754名,10人,不限
长春科技学院,,人力资源管理(东华大街校区),510分,151932名,4人,不限
长春科技学院,,英语(东华大街校区),509分,152820名,4人,不限
长春科技学院,,工商管理(东华大街校区),509分,153107名,12人,不限
长春科技学院,,电子商务(东华大街校区),508分,154255名,10人,不限
长春科技学院,,金融学(东华大街校区),507分,155010名,10人,不限
长春科技学院,,金融工程(东华大街校区),506分,155557名,6人,不限
长春科技学院,,日语(东华大街校区),506分,156297名,6人,不限
长春科技学院,,计算机类(东华大街校区.含计算机科学与技术，网络工程，数据科学与大数据技术专业),504分,157586名,6人,物
长春工业大学人文信息学院,,法学(净月南校区),531分,128493名,13人,不限
长春工业大学人文信息学院,,会计学(净月南校区),515分,145742名,13人,不限
长春工业大学人文信息学院,,供应链管理(净月南校区),508分,154067名,9人,不限
长春工业大学人文信息学院,,物流管理(净月南校区),508分,154047名,9人,不限
长春工业大学人文信息学院,,工商管理(净月南校区),508分,154239名,9人,不限
长春工业大学人文信息学院,,人力资源管理(净月南校区),508分,153438名,9人,不限
长春工业大学人文信息学院,,财务管理(净月南校区),508分,153672名,13人,不限
长春工业大学人文信息学院,,英语(净月南校区),507分,155367名,12人,不限
长春工业大学人文信息学院,,电子商务(净月南校区),506分,155599名,12人,不限
长春工业大学人文信息学院,,市场营销(净月南校区),506分,155963名,12人,不限
长春工业大学人文信息学院,,国际经济与贸易(净月南校区),506分,156271名,12人,不限
长春工业大学人文信息学院,,金融学(净月南校区),506分,155582名,13人,不限
长春工业大学人文信息学院,,商务英语(净月南校区),506分,156403名,12人,不限
长春工业大学人文信息学院,,日语(净月南校区),505分,156993名,12人,不限
陕西科技大学镐京学院,,会计学,530分,129447名,2人,不限
陕西科技大学镐京学院,,税收学,524分,136331名,2人,不限
陕西科技大学镐京学院,,财务管理,523分,136888名,2人,不限
陕西科技大学镐京学院,,金融工程,522分,137890名,2人,不限
陕西科技大学镐京学院,,人力资源管理,522分,138599名,2人,不限
陕西科技大学镐京学院,,物流管理,519分,141642名,2人,不限
陕西科技大学镐京学院,,健康服务与管理,519分,141298名,2人,不限
陕西科技大学镐京学院,,国际经济与贸易,518分,142310名,2人,不限
陕西科技大学镐京学院,,供应链管理,516分,145333名,2人,不限
陕西科技大学镐京学院,,电子商务,516分,144514名,2人,不限
上海兴伟学院,,国际商务,507分,154821名,15人,不限
上海兴伟学院,,英语,505分,157207名,15人,不限
新乡学院,,历史学(师范),569分,85510名,4人,史/地
新乡学院,,心理学(师范),560分,95402名,4人,不限
新乡学院,,工商管理类(含会计学，会计学(注册会计师方向)专业),549分,108236名,6人,物/化/政
新乡学院,,康复工程,548分,109084名,5人,物/化/生
新乡学院,,电子商务,548分,108728名,4人,物/化/政
新乡学院,,外国语言文学类(含英语(师范)，商务英语，翻译专业),548分,108352名,4人,史/政/地
新乡学院,,生物技术,547分,109896名,6人,物/化/生
新乡学院,,物业管理(物业智能化管理方向),547分,110310名,4人,史/政/地
新乡学院,,化学工程与工艺,544分,113005名,6人,物/化/生
新乡学院,,酒店管理(旅居新业态方向),544分,113279名,4人,史/政/地
新乡学院,,材料类(含材料科学与工程，新能源材料与器件专业),541分,116617名,6人,化
新乡学院,,数学类(数学与应用数学为师范类.含数学与应用数学，信息与计算科学专业),540分,117466名,4人,物
新乡学院,,电子信息类(含光电信息科学与工程，电子信息科学与技术专业),537分,120811名,4人,物
新乡学院,,机械类(含机械设计制造及其自动化，材料成型及控制工程，车辆工程专业),535分,122875名,6人,物
新乡学院,,增材制造工程(3D打印),534分,124392名,6人,物
新乡学院,,土木类(含土木工程，建筑环境与能源应用工程专业),533分,125514名,6人,物
新乡学院,,计算机类(含计算机科学与技术，软件工程，物联网工程，数据科学与大数据技术专业),531分,127625名,6人,物+化
三亚学院,,护理学,537分,120967名,10人,不限
三亚学院,,法学,536分,122298名,10人,不限
三亚学院,,汉语言文学,534分,124998名,6人,不限
三亚学院,,应用心理学,528分,131506名,5人,不限
三亚学院,,法学(自贸港法律),528分,131833名,15人,不限
三亚学院,,思想政治教育,524分,136392名,6人,政
三亚学院,,社会学,523分,137486名,2人,不限
三亚学院,,广告学,520分,140547名,5人,不限
三亚学院,,网络与新媒体,519分,141611名,5人,不限
三亚学院,,社会工作,518分,142288名,3人,不限
三亚学院,,国际经济与贸易,517分,144251名,2人,不限
三亚学院,,国际经济与贸易(自贸区数字贸易),517分,143563名,2人,不限
三亚学院,,行政管理,517分,143894名,3人,不限
三亚学院,,软件工程,515分,145499名,3人,物
三亚学院,,工商管理(数字化管理),514分,146778名,2人,不限
三亚学院,,会计学,514分,147580名,40人,不限
三亚学院,,健康服务与管理,513分,148679名,5人,不限
三亚学院,,人力资源管理,512分,149429名,5人,不限
三亚学院,,财务管理,512分,149277名,16人,不限
三亚学院,,汉语国际教育(国际幼儿教育),512分,149876名,8人,不限
三亚学院,,康复治疗学,511分,149907名,5人,物
三亚学院,,英语,510分,152069名,10人,不限
三亚学院,,工商管理,510分,151215名,10人,不限
三亚学院,,旅游管理(智慧旅游大数据),510分,151895名,5人,不限
三亚学院,,会展经济与管理,509分,152816名,6人,不限
三亚学院,,物流管理,509分,152622名,8人,不限
三亚学院,,跨境电子商务,509分,153003名,10人,不限
三亚学院,,酒店管理(奢侈品管理与开发),509分,152984名,5人,不限
三亚学院,,经济与金融,508分,153636名,18人,不限
三亚学院,,市场营销(数字营销),508分,154241名,8人,不限
三亚学院,,网络与新媒体(语言科技),508分,153493名,15人,不限
三亚学院,,金融科技(人学后不能转专业),508分,154274名,5人,不限
三亚学院,,保险学,507分,155102名,6人,不限
三亚学院,,翻译,507分,155095名,6人,不限
三亚学院,,电子信息工程,507分,154651名,10人,物
三亚学院,,投资学(人学后不能转专业),506分,155602名,6人,不限
三亚学院,,国际经济与贸易(中外合作办学)(与美国伯克利学院联合培养.要求高考外语成绩不低于90分),506分,155465名,6人,不限
三亚学院,,俄语,504分,157933名,7人,不限
三亚学院,,数据科学与大数据技术,504分,157793名,20人,物
三亚学院,,车辆工程(新能源),503分,158906名,8人,物
三亚学院,,新能源科学与工程,503分,159621名,9人,物
三亚学院,,通信工程,503分,159024名,10人,物
三亚学院,,智能科学与技术,503分,158920名,15人,物
三亚学院,,测控技术与仪器(智能车辆感知),502分,159992名,9人,物
三亚学院,,虚拟现实技术,501分,161857名,6人,物
三亚学院,,区块链工程(入学后不能转专业),499分,163609名,10人,物
西安理工大学高科学院,,智能制造工程,513分,148047名,2人,物
西安理工大学高科学院,,计算机科学与技术,513分,148407名,3人,物
西安理工大学高科学院,,机械设计制造及其自动化,512分,148791名,3人,物
西安理工大学高科学院,,数字媒体技术,511分,150014名,2人,物
山东工程职业技术大学,,市场营销,512分,149164名,4人,不限
山东工程职业技术大学,,软件工程技术,509分,152553名,2人,物
山东工程职业技术大学,,大数据工程技术,506分,155604名,4人,物
山东工程职业技术大学,,智能网联汽车技术,-,-,-,不限
山东工程职业技术大学,,市场营销,-,-,-,不限
山东工程职业技术大学,,健康大数据管理与服务(北校区),-,-,-,不限
山东工程职业技术大学,,机电一体化技术,-,-,-,不限
江西服装学院,,财务管理,525分,135160名,1人,不限
江西服装学院,,网络与新媒体,522分,138080名,1人,不限
江西服装学院,,纺织工程,520分,140890名,2人,物/化/技
江西服装学院,,市场营销,519分,142092名,1人,不限
江西服装学院,,电子商务,518分,142381名,1人,不限
江西服装学院,,商务英语,518分,142659名,2人,不限
江西服装学院,,国际经济与贸易,518分,143178名,1人,不限
江西服装学院,,服装设计与工程,518分,142778名,1人,物/化/技
宁夏大学新华学院,,汉语言文学(文秘方向),543分,114759名,1人,史/政/地
宁夏大学新华学院,,汉语言文学(教育方向),542分,115812名,2人,史/政/地
宁夏大学新华学院,,财务管理,526分,133667名,2人,不限
宁夏大学新华学院,,工商管理(人力资源方向),521分,139490名,2人,不限
宁夏大学新华学院,,工商管理(创业方向),517分,143689名,1人,不限
湖北工业大学工程技术学院,,高分子材料与工程,536分,121970名,2人,物
湖北工业大学工程技术学院,,财务管理,533分,126161名,3人,不限
湖北工业大学工程技术学院,,国际经济与贸易,531分,127852名,3人,不限
湖北工业大学工程技术学院,,金融学,530分,129251名,3人,不限
湖北工业大学工程技术学院,,物流管理,530分,129002名,3人,不限
湖北工业大学工程技术学院,,商务英语,529分,130608名,2人,不限
湖北工业大学工程技术学院,,机械设计制造及其自动化,529分,129710名,2人,物
湖北工业大学工程技术学院,,英语,527分,132869名,3人,不限
湖北工业大学工程技术学院,,计算机科学与技术,527分,132138名,2人,物
湖北工业大学工程技术学院,,电子商务,526分,133229名,3人,不限
湖北工业大学工程技术学院,,电气工程及其自动化,524分,135424名,2人,物
湖北工业大学工程技术学院,,大数据管理与应用,521分,138956名,2人,物
湖北工业大学工程技术学院,,物联网工程,521分,139538名,2人,物
湖北工业大学工程技术学院,,机械电子工程,520分,140615名,2人,物
湖北工业大学工程技术学院,,新能源汽车工程,517分,143275名,3人,物
湖北工业大学工程技术学院,,道路桥梁与渡河工程,514分,146768名,3人,物
湖北工业大学工程技术学院,,工程管理,513分,148630名,3人,物
湖北工业大学工程技术学院,,智能建造,511分,149999名,3人,物
青岛黄海学院,,口腔医学,503分,159700名,10人,不限
青岛黄海学院,,护理,488分,175424名,4人,不限
